BW or Color,Budget,Currency,Genre,MPAA,Month of Release,Rating,Runtime,Title,Year
Color,60000000,$,ActionAdventureAnimationComedyFamilyFantasy,PG,February,7.7,100,The Lego Movie,2014
Color,100000000,$,DramaSci-FiThriller,PG-13,October,7.7,91,Gravity,2013
Color,190000000,$,ActionAdventureSci-Fi,PG-13,May,7.7,132,Star Trek Into Darkness,2013
Color,6000000,$,DramaWar,,October,7.7,137,Beasts of No Nation,2015
Color,40000000,$,BiographyDrama,PG-13,October,7.7,120,The Social Network,2010
Color,160000000,$,ActionAdventureSci-Fi,PG-13,June,7.7,131,X: First Class,2011
Color,35000000,$,Comedy,R,June,7.7,108,The Hangover,2009
Color,200000000,$,ActionAdventureThriller,PG-13,November,7.7,143,Skyfall,2012
Color,21000000,$,ComedyDramaRomance,R,November,7.7,122,Silver Linings Playbook,2012
Color,44500000,$,BiographyDramaThriller,R,October,7.7,130,Argo,2012
Color,7500000,$,ComedyDramaRomance,PG-13,July,7.7,95,500 Days of Summer,2009
Color,150000000,GBP,AdventureFamilyFantasyMystery,PG-13,November,7.7,146,Harry Potter and the Deathly Hallows: Part 1,2010
Color,34000000,$,AdventureAnimationComedyFamilyFantasy,,August,7.7,101,Ponyo,2008
Color,25000000,$,BiographyDramaHistory,R,December,7.7,122,Frost/Nixon,2008
Color,300000000,JPY,AnimationDramaFantasyMysterySci-FiThriller,R,May,7.7,90,Paprika,2006
Color,55000000,$,BiographyCrimeDramaHistoryMysteryThriller,R,October,7.7,141,Changeling,2008
Color,14000000,$,ComedyDramaRomance,PG,August,7.7,90,Flipped,2010
Color,,,AdventureAnimationComedyDramaFamilyMysteryRomanceSci-Fi,,July,7.7,98,The Girl Who Leapt Through Time,2006
Color,20000000,$,CrimeDramaFantasyMysteryThriller,,June,7.7,126,Death Note,2006
Color,1500000,GBP,CrimeDrama,,July,7.7,101,This Is England,2006
Color,15000000,$,DramaSci-FiThriller,R,April,7.7,108,Ex Machina,2014
Color,,,Drama,R,April,7.7,120,After the Wedding,2006
Color,6000000,$,BiographyDramaHistoryThriller,R,October,7.7,121,The Last King of Scotland,2006
Color,65000000,$,CrimeDramaMysteryThriller,R,March,7.7,162,Zodiac,2007
Color,27000000,$,CrimeDramaThriller,R,April,7.7,110,Lucky Number Slevin,2006
Color,18151814,EUR,DramaHistoryMusicRomanceWar,PG-13,November,7.7,116,Joyeux Noel,2005
Black and White,4500000,EUR,BiographyDramaMusic,R,October,7.7,122,Control,2007
Color,260000000,$,AdventureAnimationComedyFamilyFantasyMusicalRomance,PG,November,7.7,100,Tangled,2010
Color,21000000,$,DramaThrillerWar,R,April,7.7,145,Black Book,2006
Color,14000000,$,DramaRomance,R,December,7.7,134,Brokeback Mountain,2005
Color,55000000,$,ActionCrimeDramaWestern,R,September,7.7,122,3:10 to Yuma,2007
Color,6500000,$,CrimeDramaThriller,R,May,7.7,115,Crash,2004
Color,20000000,$,ActionComedyFantasy,R,April,7.7,99,Kung Fu Hustle,2004
Color,75000000,$,ActionMysteryThriller,PG-13,July,7.7,108,The Bourne Supremacy,2004
Color,5000000,$,DramaThriller,R,October,7.7,94,The Machinist,2004
Color,40000000,$,BiographyDramaMusic,PG-13,October,7.7,178,Ray,2004
Color,4000000,$,ComedyDrama,R,September,7.7,102,Lost in Translation,2003
Color,150000000,$,AdventureFamilyFantasyMystery,PG-13,November,7.7,166,Harry Potter and the Goblet of Fire,2005
Color,70000000,$,ActionCrimeDramaThriller,R,April,7.7,146,Man on Fire,2004
Color,60000000,$,AnimationDramaFamilyFantasyThriller,PG,February,7.7,105,Coraline,2009
Color,140000000,$,ActionDrama,R,December,7.7,154,The Last Samurai,2003
Color,,,Drama,R,August,7.7,114,The Magdalene Sisters,2002
Color,25000000,$,BiographyDramaFamily,PG,November,7.7,101,Finding Neverland,2004
Color,4800000,EUR,ComedyDramaRomance,R,February,7.7,121,Good Bye Lenin!,2003
Color,,,Drama,PG-13,November,7.7,105,In America,2002
Color,19000000,$,ComedyDrama,R,December,7.7,81,Adaptation.,2002
Color,92000000,$,DramaHistoryWar,R,December,7.7,152,Black Hawk Down,2001
Color,80000000,$,CrimeDramaThriller,R,July,7.7,117,Road to Perdition,2002
Color,,,DramaThriller,R,September,7.7,120,The Experiment,2001
Color,5000000,$,DramaMusic,R,October,7.7,110,Billy Elliot,2000
Color,6000000,$,ComedyDramaMusicMusical,R,July,7.7,95,Hedwig and the Angry Inch,2001
Color,35000000,$,ActionAdventureDramaThriller,PG-13,January,7.7,131,The Count of Monte Cristo,2002
Color,85000000,$,CrimeThriller,PG-13,December,7.7,116,Ocean's Eleven,2001
Color,,,ActionAnimationFantasyHorrorSci-Fi,R,September,7.7,103,Vampire Hunter D: Bloodlust,2000
Color,26000000,$,AdventureComedyCrimeMusic,PG-13,December,7.7,107,"O Brother, Where Art Thou?",2000
Color,7000000,$,AdventureComedyDramaFantasy,R,September,7.7,116,Interstate 60: Episodes of the Road,2002
Color,21000000,$,AnimationComedyFantasyMusical,R,July,7.7,81,"South Park: Bigger, Longer & Uncut",1999
Color,10000000,$,Comedy,R,February,7.7,89,Office Space,1999
Color,2200000,$,ComedyDrama,,October,7.7,134,Happiness,1998
Color,45000000,$,CrimeDramaThriller,R,October,7.7,122,Training Day,2001
Color,3500000,DEM,CrimeDramaThriller,R,June,7.7,81,Run Lola Run,1998
Color,9000000,$,ComedyDramaRomance,R,December,7.7,93,Rushmore,1998
Color,370000000,ESP,DramaMysterySci-FiThriller,R,April,7.7,119,Open Your Eyes,1997
Color,13000000,$,ComedyDramaFantasy,R,October,7.7,113,Being John Malkovich,1999
Color,,,Drama,,November,7.7,95,Taste of Cherry,1997
Color,50000000,$,ComedyDramaRomance,PG-13,December,7.7,139,As Good as It Gets,1997
Color,93000000,$,ActionAdventureSci-Fi,PG-13,May,7.7,126,The Fifth Element,1997
Color,82000000,FRF,Comedy,PG-13,July,7.7,75,Le Dîner de Cons,1998
Color,35000000,$,BiographyCrimeDrama,R,March,7.7,147,Donnie Brasco,1997
Color,5500000,$,BiographyDramaMusicRomance,PG-13,November,7.7,105,Shine,1996
Color,30000000,$,CrimeDramaMysteryThriller,R,April,7.7,129,Primal Fear,1996
Color,18000000,$,Drama,PG-13,December,7.7,150,Hamlet,1996
Color,16000000,$,DramaRomance,PG,December,7.7,136,Sense and Sensibility,1995
Color,17000000,$,DramaFamilyFantasy,,May,7.7,97,A Little Princess,1995
Color,,,ComedyCrimeDramaRomance,,January,7.7,99,Fallen Angels,1995
Color,3000000,$,BiographyComedyDramaRomance,PG,June,7.7,114,Il Postino,1994
Black and White,27000,$,Comedy,R,October,7.7,102,Clerks,1994
Color,11000000,$,Drama,PG-13,December,7.7,118,What's Eating Gilbert Grape,1993
Color,,,ComedyDrama,R,October,7.7,188,Short Cuts,1993
Color,26000000,$,Drama,PG-13,December,7.7,125,Philadelphia,1993
Color,12000000,$,ComedyDramaFamilyFantasyMusical,,December,7.7,89,The Muppet Christmas Carol,1992
Color,33000000,$,BiographyDramaHistory,PG-13,November,7.7,202,Malcolm X,1992
Color,40000000,$,ActionAdventureDramaRomanceWar,R,September,7.7,117,The Last of the Mohicans,1992
Color,,,AdventureAnimationComedyFantasyRomance,PG,May,7.7,94,Porco Rosso,1992
Color,12500000,$,CrimeDramaMystery,R,October,7.7,100,Glengarry Glen Ross,1992
Color,41000000,$,DramaThriller,R,December,7.7,138,A Few Good Men,1992
Color,3500000,$,ComedyDrama,R,May,7.7,129,Night on Earth,1991
Color,11000000,$,Drama,,December,7.7,137,Fried Green Tomatoes,1991
Color,9000000,$,ComedyDramaThriller,R,August,7.7,116,Barton Fink,1991
Color,14000000,$,CrimeDramaThriller,,September,7.7,115,Miller's Crossing,1990
Color,70000000,$,AdventureAnimationComedyCrimeFamilyFantasyMystery,,June,7.7,104,Who Framed Roger Rabbit,1988
Color,,,MysteryThriller,,October,7.7,107,The Vanishing,1988
Color,23000000,GBP,BiographyDramaHistory,,November,7.7,209,The Last Emperor,1987
Color,3600000,$,ComedyHorror,R,March,7.7,37,Evil Dead II,1987
Color,35000000,$,ActionDramaHistoryWar,,December,7.7,153,Empire of the Sun,1987
Color,30000000000,ITL,CrimeDramaMysteryThriller,,September,7.7,130,The Name of the Rose,1986
Black and White,1100000,$,ComedyCrimeDrama,,September,7.7,107,Down by Law,1986
Color,6000000,$,DramaMysteryThriller,R,September,7.7,120,Blue Velvet,1986
Color,15000000,$,ComedyFantasyRomance,,March,7.7,82,The Purple Rose of Cairo,1985
Color,4500000,$,ComedyCrimeDramaThriller,,September,7.7,97,After Hours,1985
Black and White,,,Comedy,,July,7.7,79,Zelig,1983
Color,16000000,$,Drama,,December,7.7,129,The Verdict,1982
Color,11200000,$,ActionAdventureSci-Fi,PG,June,7.7,116,Star Trek II: The Wrath of Khan,1982
Color,15000000,$,ActionAdventure,,October,7.7,93,First Blood,1982
Color,6000000,$,Drama,,September,7.7,124,Ordinary People,1980
Color,3500000,$,Comedy,,July,7.7,88,Airplane!,1980
Color,5000000000,JPY,ActionAdventureAnimationFantasy,,December,7.7,100,Lupin the Third: Castle of Cagliostro,1979
Color,325000,$,HorrorThriller,,October,7.7,101,Halloween,1978
Color,,,DramaThriller,,May,7.7,126,The Tenant,1976
Color,3000000,$,ComedyWar,,July,7.7,85,Love and Death,1975
Color,5000000,$,ActionCrimeThriller,,November,7.7,104,The Taking of Pelham One Two Three,1974
Color,2600000,$,ComedyWestern,,February,7.7,93,Blazing Saddles,1974
Color,3000000,$,BiographyCrimeDramaThriller,,December,7.7,130,Serpico,1973
Color,850000,$,ActionCrimeDramaThriller,R,August,7.7,86,Enter the Dragon,1973
Color,2000000,$,AdventureDramaThriller,,August,7.7,109,Deliverance,1972
Color,1800000,$,ActionCrimeDramaThriller,,October,7.7,104,The French Connection,1971
Color,4000000,$,ActionCrimeThriller,,December,7.7,99,Dirty Harry,1971
Color,1200000,$,Comedy,,May,7.7,105,The Odd Couple,1968
Color,5400000,$,ActionAdventureWar,,October,7.7,150,The Dirty Dozen,1967
Color,,,DramaRomance,R,March,7.7,100,Belle de Jour,1967
Color,2000000,$,BiographyDramaHistory,G,December,7.7,120,A Man for All Seasons,1966
Black and White,300000,$,DramaHorrorThriller,,October,7.7,105,Repulsion,1965
Color,1720000,$,DramaHistoryWar,,June,7.7,138,Zulu,1964
Color,3000000,$,ActionAdventureThriller,PG,January,7.7,110,Goldfinger,1964
Color,2500000,$,DramaHorrorMysteryRomance,,March,7.7,119,The Birds,1963
Black and White,3000000,$,DramaThriller,,May,7.7,106,Cape Fear,1962
Color,135000,GBP,DramaHorrorThriller,,May,7.7,86,Peeping Tom,1960
Color,2000000,$,ActionAdventureWestern,,October,7.7,128,The Magnificent Seven,1960
Black and White,,,DramaHorror,,November,7.7,90,Les yeux sans visage,1960
Black and White,417000,$,DramaHorrorSci-Fi,,February,7.7,80,Invasion of the Body Snatchers,1956
Color,1500000,$,Drama,,September,7.7,111,Rebel Without a Cause,1955
Color,,,ComedyCrime,,February,7.7,91,The Ladykillers,1955
Black and White,2238813,$,ComedyDramaRomance,,October,7.7,113,Sabrina,1954
Black and White,1200000,$,DramaSci-Fi,,September,7.7,92,The Day the Earth Stood Still,1951
Black and White,,,DramaFilm-NoirRomanceThriller,,April,7.7,110,Gilda,1946
Color,2280000,$,AnimationFamilyFantasyMusicMusical,,February,7.7,115,Fantasia,1940
Black and White,50000,GBP,CrimeMysteryThriller,,August,7.7,86,The 39 Steps,1935
Black and White,328033,$,HorrorSci-Fi,,November,7.7,71,The Invisible Man,1933
Color,,,BiographyDramaHistoryThriller,PG-13,November,7.6,126,Dark Waters,2019
Color,880000,$,DramaMysteryThriller,PG-13,August,7.6,102,Searching,2018
Color,90000000,$,ComedyDrama,R,July,7.6,161,Once Upon a Time... In Hollywood,2019
Color,,,Drama,R,February,7.6,127,Loveless,2017
Color,2000000,$,Drama,R,October,7.6,111,The Florida Project,2017
Color,25000000,$,BiographyCrimeDrama,PG-13,December,7.6,137,Just Mercy,2019
Color,7000000,$,Drama,PG-13,April,7.6,101,Gifted,2017
Color,6200000,$,AdventureComedyDrama,PG-13,August,7.6,97,The Peanut Butter Falcon,2019
Color,,,CrimeDramaRomanceThriller,,June,7.6,138,Victoria,2015
Color,200000000,$,ActionAdventureComedySci-Fi,PG-13,May,7.6,136,Guardians of the Galaxy Vol. 2,2017
Color,34000000,$,ActionCrimeDramaMusicThriller,R,July,7.6,113,Baby Driver,2017
Color,38000000,$,ActionBiographyDrama,PG-13,October,7.6,118,Only the Brave,2017
Color,40000000,$,DramaHistoryThriller,PG-13,October,7.6,142,Bridge of Spies,2015
Color,200000000,$,ActionAdventureAnimationComedyFamilySci-Fi,PG,June,7.6,118,Incredibles 2,2018
Color,150000000,$,AdventureAnimationComedyFamilyFantasyMusical,PG,November,7.6,107,Moana,2016
Color,30000000,$,ActionCrimeDramaMysteryThriller,R,September,7.6,121,Sicario,2015
Color,35000000,$,DramaSport,PG-13,November,7.6,133,Creed,2015
Color,,,CrimeDrama,R,December,7.6,140,Leviathan,2014
Color,12000000,$,ActionCrimeDramaThrillerWestern,R,August,7.6,102,Hell or High Water,2016
Color,12000000,$,BiographyComedyDrama,PG-13,November,7.6,98,Philomena,2013
Color,170000000,$,ActionAdventureDramaSci-Fi,PG-13,July,7.6,130,Dawn of the Planet of the Apes,2014
Color,,,MysteryThriller,,December,7.6,112,The Body,2012
Color,1100000,$,ActionThriller,R,March,7.6,102,The Raid: Redemption,2011
Color,7000000,$,ActionCrimeDramaThriller,R,September,7.6,109,End of Watch,2012
Color,23000000,$,AdventureAnimationFamilyFantasy,,February,7.6,94,The Secret World of Arrietty,2010
Color,36000000,$,DramaMusicRomance,R,October,7.6,148,A Star Is Born,2018
Color,38000000,$,DramaWestern,PG-13,December,7.6,110,True Grit,2010
Color,5500000,$,DramaRomance,R,April,7.6,118,In a Better World,2010
Color,69000000,$,AnimationComedyCrimeFamilyFantasy,PG,July,7.6,87,Despicable Me,2010
Color,8000000,$,ComedyDramaRomance,R,October,7.6,100,50/50,2011
Color,30000000,$,ActionComedyCrime,R,April,7.6,117,Kick-Ass,2010
Color,3500000,EUR,ActionAdventureCrimeDramaThriller,,November,7.6,113,Celda 211,2009
Color,50000000,$,BiographyDramaSport,PG-13,September,7.6,133,Moneyball,2011
Color,10000000,EUR,DramaHorrorThriller,R,October,7.6,120,The Skin I Live In,2011
Color,23600000,$,AdventureComedyFantasyHorrorSci-Fi,R,October,7.6,88,Zombieland,2009
Color,5000000,EUR,DramaThriller,,May,7.6,107,The Wave,2008
Color,90000000,$,ActionAdventureMystery,PG-13,December,7.6,128,Sherlock Holmes,2009
Color,29000000,$,BiographyDramaSport,PG-13,November,7.6,129,The Blind Side,2009
Color,4000000,$,Drama,PG-13,April,7.6,104,The Visitor,2007
Color,55000000,$,Drama,PG-13,December,7.6,123,Seven Pounds,2008
Color,25000000,GBP,ActionCrimeDramaThriller,R,September,7.6,96,Eastern Promises,2007
Color,70000000,$,AdventureFamilyFantasyRomance,PG-13,August,7.6,127,Stardust,2007
Color,8000000,$,AdventureAnimationFamilyFantasy,,March,7.6,71,The Secret of Kells,2009
Color,45000000,$,CrimeDramaMysteryThriller,R,March,7.6,129,Inside Man,2006
Color,19000000,$,CrimeDramaMysteryThriller,R,October,7.6,114,Gone Baby Gone,2007
Color,25000000,$,BiographyDramaMusicRomance,PG-13,June,7.6,140,La Vie En Rose,2007
Color,,,ActionBiographyDramaSport,PG-13,September,7.6,141,Fearless,2006
Color,16500000,$,DramaFantasyMysteryRomanceThriller,PG-13,August,7.6,110,The Illusionist,2006
Color,695393,GBP,CrimeDramaThriller,,May,7.6,90,Dead Man's Shoes,2004
Color,250000000,$,ActionAdventureFamilyFantasyMystery,PG,July,7.6,153,Harry Potter and the Half-Blood Prince,2009
Color,65000000,$,ActionDrama,R,March,7.6,117,300,2006
Color,15000000,$,DramaRomanceThriller,R,January,7.6,124,Match Point,2005
Color,130000000,$,ActionDramaMysterySci-Fi,R,March,7.6,215,Watchmen,2009
Color,50000000,$,ActionCrimeDrama,R,September,7.6,122,Lord of War,2005
Color,1200000,$,HorrorMysteryThriller,R,October,7.6,103,Saw,2004
Color,,,Drama,Unrated,May,7.6,107,Mysterious Skin,2004
Color,56600000,$,DramaMysteryRomanceWar,R,November,7.6,133,A Very Long Engagement,2004
Color,500000,$,ComedyDrama,R,October,7.6,89,The Station Agent,2003
Color,20000000,$,CrimeDramaThriller,R,November,7.6,124,21 Grams,2003
Color,4000000,$,CrimeDramaThriller,R,August,7.6,121,Sympathy for Mr. Vengeance,2002
Color,5000000,$,Drama,R,December,7.6,108,25th Hour,2002
Color,13000000,$,DramaSci-FiThriller,R,January,7.6,120,The Butterfly Effect,2004
Color,22000000,$,Drama,PG-13,December,7.6,132,I Am Sam,2001
Color,4500000,$,ActionAdventureDramaSci-FiThriller,,December,7.6,122,Battle Royale,2000
Color,21000000,$,ComedyDrama,R,December,7.6,110,The Royal Tenenbaums,2001
Color,2000000,$,Drama,R,March,7.6,106,Y Tu Mamá También,2001
Color,125000000,$,AdventureFamilyFantasy,PG,November,7.6,159,Harry Potter and the Sorcerer's Stone,2001
Color,17000000,$,HorrorMysteryThriller,PG-13,August,7.6,101,The Others,2001
Color,68000000,$,DramaHistoryWar,R,March,7.6,131,Enemy at the Gates,2001
Color,48000000,$,CrimeDramaThriller,R,December,7.6,190,Traffic,2000
Color,102000000,$,ActionCrimeMysterySci-FiThriller,PG-13,June,7.6,145,Minority Report,2002
Color,7000000,$,ComedyCrimeDrama,R,April,7.6,101,American Psycho,2000
Color,52000000,$,DramaWar,R,December,7.6,215,The Thin Red Line,1998
Color,90000000,$,AdventureAnimationFamilyFantasyMusicalWar,,June,7.6,88,Mulan,1998
Color,18500000,$,AdventureComedyDrama,R,May,7.6,118,Fear and Loathing in Las Vegas,1998
Color,27000000,$,FantasyMysterySci-FiThriller,R,March,7.6,111,Dark City,1998
Color,15000000,$,MysteryThriller,R,February,7.6,134,Lost Highway,1997
Color,90000000,$,ActionAdventureThriller,R,May,7.6,128,Die Hard with a Vengeance,1995
Color,24000000,$,DramaRomance,PG-13,June,7.6,135,The Bridges of Madison County,1995
Color,52000000,$,AdventureDramaHistory,PG,July,7.6,106,Apollo 13,1995
Color,,,ComedyDramaRomance,R,June,7.6,92,Three Colors: White,1994
Color,25000000,$,ActionCrimeDramaThriller,R,February,7.6,113,Falling Down,1993
Color,6900000,$,Comedy,R,September,7.6,102,Dazed and Confused,1993
Color,11000000,$,ComedyCrime,R,March,7.6,120,My Cousin Vinny,1992
Color,,,AnimationDramaRomance,PG,January,7.6,118,Only Yesterday,1991
Color,24000000,FRF,ComedyCrime,R,April,7.6,99,Delicatessen,1991
Color,30000000,$,ActionAdventureThriller,,March,7.6,135,The Hunt for Red October,1990
Color,18000000,$,ComedyFamily,,November,7.6,103,Home Alone,1990
Color,54000000,$,CrimeDrama,R,December,7.6,138,The Godfather: Part III,1990
Color,16000000,$,ComedyDramaRomance,,July,7.6,95,When Harry Met Sally...,1989
Color,40000000,$,AnimationFamilyFantasyMusicalRomance,,November,7.6,83,The Little Mermaid,1989
Color,12000000,$,ComedyCrime,,December,7.6,85,The Naked Gun: From the Files of Police Squad!,1988
Color,,,ComedyDrama,,June,7.6,107,Withnail & I,1987
Color,15000000,$,ActionCrimeThriller,,March,7.6,117,Lethal Weapon,1987
Color,1500000,$,CrimeDramaThriller,,July,7.6,96,Blood Simple,1984
Color,,,Drama,,December,7.6,109,On Golden Pond,1981
Color,3000000,$,ActionAdventureSci-FiThriller,,May,7.6,87,Mad Max 2: The Road Warrior,1981
Color,4000000,$,ActionCrimeThriller,R,February,7.6,92,The Warriors,1979
Color,,,AdventureComedyFamilyMusical,,June,7.6,95,The Muppet Movie,1979
Color,8000000,$,ActionBiographyCrimeDramaThriller,,June,7.6,112,Escape from Alcatraz,1979
Color,,,AdventureAnimationDramaThriller,,November,7.6,91,Watership Down,1978
Color,20000000,$,DramaSci-Fi,,September,7.6,138,Close Encounters of the Third Kind,1977
Color,1700000,$,ComedyCrimeDramaMysteryThriller,,March,7.6,112,The Long Goodbye,1973
Color,,,DramaWarWestern,,July,7.6,154,Duck You Sucker,1971
Color,4000000,$,AdventureComedyWar,,June,7.6,144,Kelly's Heroes,1970
Color,7700000,$,ActionAdventureWar,M,March,7.6,158,Where Eagles Dare,1968
Color,4000000,$,AdventureAnimationFamilyMusical,G,July,7.6,78,The Jungle Book,1967
Black and White,560000,$,ComedyMusical,G,December,7.6,87,A Hard Day's Night,1964
Color,2500000,$,ComedyDramaRomance,,October,7.6,115,Breakfast at Tiffany's,1961
Color,5400000,$,DramaWestern,G,November,7.6,201,Giant,1956
Color,3100000,$,DramaWestern,,October,7.6,90,Shane,1953
Black and White,1650000,$,DramaRomanceWar,,December,7.6,118,From Here to Eternity,1953
Black and White,1590000,$,DramaWar,,January,7.6,97,Lifeboat,1944
Color,,,ComedyDramaRomance,,July,6.6,101,Dil Bechara,2020
